Grass,Road,Water,Wall,Swamp,Grass,Road,PotholeRoad,Water,Tree,Road,Wall,Tree,Road,Water,Water,PotholeRoad,Grass,Water,Grass,PotholeRoad,Grass,Swamp,Grass,Grass,PotholeRoad,Swamp,Grass,Grass,Grass,Swamp,Water,Road,Tree,Water,Swamp,Swamp,Water,Grass,Swamp,Road,Swamp,Water,PotholeRoad,Grass,Road,Road,PotholeRoad,Grass,Water
Swamp,Road,Grass,Wall,Swamp,Road,AntiTankSpike,Water,Water,Grass,Water,Swamp,Grass,Water,Grass,PotholeRoad,Swamp,Grass,Road,PotholeRoad,Grass,Tree,Water,Grass,PotholeRoad,Swamp,Grass,PotholeRoad,PotholeRoad,Road,Swamp,PotholeRoad,Road,PotholeRoad,Swamp,Grass,Grass,Water,Water,PotholeRoad,Water,PotholeRoad,Water,PotholeRoad,Water,Wall,Water,Water,Tree,Road
PotholeRoad,Wall,Grass,Wall,Road,Road,Tree,Road,PotholeRoad,Swamp,Grass,Grass,Swamp,AntiTankSpike,Grass,Swamp,Road,Swamp,PotholeRoad,PotholeRoad,Wall,Road,PotholeRoad,PotholeRoad,Swamp,Road,AntiTankSpike,Swamp,Grass,Tree,Water,PotholeRoad,Swamp,PotholeRoad,Road,Swamp,Grass,PotholeRoad,Water,Wall,Tree,Swamp,Road,Grass,Water,Wall,Swamp,Tree,Tree,Road
PotholeRoad,AntiTankSpike,Water,Road,Road,Tree,Grass,Wall,Grass,Water,PotholeRoad,PotholeRoad,AntiTankSpike,Swamp,Water,Road,Water,Grass,AntiTankSpike,Road,PotholeRoad,Road,Grass,PotholeRoad,Swamp,AntiTankSpike,Road,PotholeRoad,Water,Road,PotholeRoad,Water,PotholeRoad,AntiTankSpike,Swamp,Swamp,Swamp,AntiTankSpike,Swamp,Tree,Wall,Road,PotholeRoad,AntiTankSpike,Grass,Grass,Swamp,Water,Swamp,Wall
Wall,Grass,AntiTankSpike,Road,Grass,AntiTankSpike,Wall,PotholeRoad,AntiTankSpike,Tree,Tree,Swamp,Tree,Grass,PotholeRoad,Water,Road,Swamp,PotholeRoad,AntiTankSpike,Water,PotholeRoad,PotholeRoad,Water,Tree,Road,Grass,Water,AntiTankSpike,Road,AntiTankSpike,Water,Water,Grass,Swamp,PotholeRoad,Grass,Swamp,Road,Swamp,AntiTankSpike,Swamp,PotholeRoad,AntiTankSpike,Water,PotholeRoad,Grass,Swamp,Water,PotholeRoad
PotholeRoad,Swamp,Wall,Grass,Tree,Grass,Swamp,Water,PotholeRoad,PotholeRoad,Swamp,Road,PotholeRoad,PotholeRoad,Grass,AntiTankSpike,PotholeRoad,Tree,Grass,Road,PotholeRoad,PotholeRoad,Tree,Water,Water,Swamp,Swamp,Water,Swamp,Wall,Tree,PotholeRoad,Road,Wall,Grass,Water,Swamp,Grass,PotholeRoad,Grass,Road,Swamp,Tree,Swamp,PotholeRoad,PotholeRoad,Tree,Grass,Water,PotholeRoad
Road,Tree,PotholeRoad,Road,Swamp,Water,Grass,Water,Road,Road,PotholeRoad,Grass,AntiTankSpike,Water,Swamp,Road,PotholeRoad,Swamp,Swamp,Grass,Swamp,Grass,Grass,Road,AntiTankSpike,AntiTankSpike,Water,Water,Swamp,PotholeRoad,Water,Wall,Swamp,Road,Swamp,Road,Wall,AntiTankSpike,Road,Grass,Water,Road,AntiTankSpike,Swamp,PotholeRoad,Road,Grass,Grass,PotholeRoad,PotholeRoad
Road,Water,Tree,Road,Tree,PotholeRoad,Water,PotholeRoad,PotholeRoad,Grass,PotholeRoad,Swamp,Grass,Wall,Grass,PotholeRoad,Road,Grass,PotholeRoad,Road,Grass,Road,Tree,Water,Wall,Grass,PotholeRoad,Tree,PotholeRoad,PotholeRoad,PotholeRoad,Swamp,Swamp,Road,PotholeRoad,Tree,Water,PotholeRoad,Road,Grass,PotholeRoad,Road,Swamp,Swamp,Tree,PotholeRoad,Swamp,AntiTankSpike,Water,Tree
Grass,PotholeRoad,Swamp,AntiTankSpike,Wall,Water,Swamp,Wall,Water,Swamp,Swamp,PotholeRoad,Water,Tree,Grass,Road,Road,PotholeRoad,AntiTankSpike,Swamp,Road,Road,PotholeRoad,Grass,AntiTankSpike,Grass,AntiTankSpike,Road,Water,Water,PotholeRoad,AntiTankSpike,Water,Water,Tree,Water,Water,Swamp,Water,Grass,PotholeRoad,Swamp,Water,Grass,Water,Tree,PotholeRoad,Tree,Tree,Water
Tree,Water,PotholeRoad,Water,Road,Road,AntiTankSpike,Wall,PotholeRoad,Grass,Swamp,Swamp,PotholeRoad,Road,Tree,AntiTankSpike,AntiTankSpike,Swamp,Grass,PotholeRoad,Water,Grass,Grass,Swamp,Swamp,PotholeRoad,Water,PotholeRoad,PotholeRoad,Swamp,Swamp,Grass,Swamp,Water,Tree,AntiTankSpike,Tree,PotholeRoad,Water,Road,Water,Water,Tree,Road,PotholeRoad,Grass,PotholeRoad,Swamp,PotholeRoad,Road
PotholeRoad,AntiTankSpike,Wall,Road,Road,Tree,Wall,Road,Road,Swamp,Wall,Grass,Road,Grass,PotholeRoad,Grass,Water,Water,Swamp,Wall,Grass,PotholeRoad,Road,AntiTankSpike,Swamp,PotholeRoad,Road,Road,Road,Swamp,Road,Tree,Water,PotholeRoad,Road,PotholeRoad,Road,Water,Tree,PotholeRoad,Grass,Grass,Wall,Road,Water,Grass,PotholeRoad,Road,Grass,Swamp
Grass,AntiTankSpike,Water,Grass,Grass,Grass,Road,Tree,Road,Swamp,AntiTankSpike,Tree,Tree,Road,Road,PotholeRoad,Water,Water,Grass,Swamp,Road,PotholeRoad,AntiTankSpike,PotholeRoad,Water,PotholeRoad,Wall,Road,Wall,Swamp,Road,PotholeRoad,PotholeRoad,PotholeRoad,Road,Road,Grass,Road,Road,Swamp,PotholeRoad,PotholeRoad,Road,Water,Grass,Water,Wall,Road,Grass,Swamp
Swamp,PotholeRoad,Water,PotholeRoad,AntiTankSpike,Swamp,PotholeRoad,Water,Swamp,Water,Swamp,Wall,Grass,Water,PotholeRoad,Wall,PotholeRoad,PotholeRoad,Grass,Road,Road,Grass,Grass,Grass,PotholeRoad,PotholeRoad,Road,Grass,Water,Wall,Swamp,Grass,Grass,Tree,Swamp,Grass,AntiTankSpike,Wall,Road,Water,Road,PotholeRoad,Water,Road,Grass,Grass,Swamp,Swamp,PotholeRoad,PotholeRoad
Grass,AntiTankSpike,Tree,Tree,Grass,Road,AntiTankSpike,Grass,Road,Tree,Swamp,Tree,Grass,Tree,Grass,PotholeRoad,Swamp,Tree,Water,Wall,Water,AntiTankSpike,PotholeRoad,Road,Road,Road,Water,Tree,Grass,Water,Road,Swamp,Swamp,Grass,Grass,AntiTankSpike,Swamp,PotholeRoad,Road,Grass,Wall,Road,Road,PotholeRoad,Grass,Swamp,PotholeRoad,PotholeRoad,Grass,Road
Road,Road,Water,AntiTankSpike,Swamp,Grass,Water,Swamp,Road,Swamp,Swamp,AntiTankSpike,AntiTankSpike,Road,Grass,Grass,Grass,Wall,Road,Road,Road,AntiTankSpike,Grass,Road,Water,Water,Road,Wall,AntiTankSpike,Water,Swamp,Swamp,Swamp,Swamp,Swamp,Water,Swamp,PotholeRoad,Road,AntiTankSpike,Tree,Swamp,Grass,Grass,Wall,Road,Road,Tree,Grass,Grass
PotholeRoad,PotholeRoad,Grass,Water,Road,Wall,Swamp,AntiTankSpike,Road,Road,Road,Swamp,Road,PotholeRoad,Swamp,Water,PotholeRoad,Grass,PotholeRoad,Swamp,Tree,Swamp,Grass,Swamp,Grass,PotholeRoad,Wall,Tree,Wall,Road,Swamp,PotholeRoad,Swamp,PotholeRoad,PotholeRoad,Swamp,Water,PotholeRoad,Grass,Tree,Grass,Water,Water,Water,Wall,Tree,PotholeRoad,Water,Water,AntiTankSpike
Tree,Water,Water,Grass,Wall,Swamp,Grass,Water,Grass,Grass,Tree,Road,Grass,Water,Road,Road,Water,Water,Road,PotholeRoad,Grass,Water,Road,Road,Swamp,PotholeRoad,Road,Swamp,Swamp,Water,Swamp,Swamp,Water,PotholeRoad,Grass,Grass,Tree,Wall,Swamp,Wall,PotholeRoad,Water,Wall,Water,Tree,Tree,Water,Swamp,Water,Road
AntiTankSpike,Road,Road,Swamp,Grass,Water,Water,Water,Grass,Grass,Road,Swamp,PotholeRoad,PotholeRoad,Grass,PotholeRoad,Swamp,Water,Swamp,Grass,AntiTankSpike,Swamp,Grass,PotholeRoad,Grass,Swamp,AntiTankSpike,PotholeRoad,Grass,Grass,Water,Road,AntiTankSpike,Swamp,Grass,Wall,AntiTankSpike,Water,Road,Swamp,PotholeRoad,Road,Grass,Water,Tree,PotholeRoad,Swamp,AntiTankSpike,Grass,Swamp
Road,PotholeRoad,PotholeRoad,AntiTankSpike,Water,Wall,Grass,Tree,Swamp,Swamp,Wall,Road,Water,Water,Road,Road,Grass,Grass,Tree,Water,Water,PotholeRoad,Swamp,Road,Swamp,Swamp,PotholeRoad,Tree,Road,Grass,Road,AntiTankSpike,Grass,Road,Wall,Water,Wall,Water,Wall,Road,Water,Road,Swamp,PotholeRoad,Grass,AntiTankSpike,Swamp,Swamp,Tree,Swamp
Grass,PotholeRoad,Water,Road,Grass,Swamp,PotholeRoad,Grass,Grass,PotholeRoad,Water,Tree,Grass,Water,AntiTankSpike,Road,PotholeRoad,Swamp,Swamp,PotholeRoad,Road,Grass,Grass,Swamp,Tree,PotholeRoad,Road,Tree,PotholeRoad,Road,Road,Road,Water,Grass,Water,Road,Water,Water,Swamp,Wall,Wall,AntiTankSpike,Tree,Wall,Grass,Tree,Swamp,PotholeRoad,Water,Tree
PotholeRoad,PotholeRoad,Grass,Grass,PotholeRoad,PotholeRoad,Road,Swamp,PotholeRoad,Water,Water,Tree,Grass,Grass,PotholeRoad,Road,AntiTankSpike,PotholeRoad,Road,Water,Tree,Road,Grass,Road,Wall,Wall,Tree,Grass,Swamp,PotholeRoad,Grass,Water,Grass,Water,Grass,Tree,Grass,Swamp,Swamp,PotholeRoad,Grass,PotholeRoad,Grass,Wall,AntiTankSpike,Grass,Swamp,PotholeRoad,Tree,Swamp
Wall,PotholeRoad,Wall,AntiTankSpike,Wall,Water,Road,Water,Swamp,Water,Swamp,AntiTankSpike,Swamp,Road,Grass,Water,Swamp,Tree,AntiTankSpike,Wall,Water,Water,Grass,Water,PotholeRoad,AntiTankSpike,Water,Road,Water,Water,Swamp,PotholeRoad,PotholeRoad,Road,Grass,Grass,Grass,Road,Road,Grass,Swamp,AntiTankSpike,PotholeRoad,Swamp,Water,Road,PotholeRoad,Swamp,Swamp,PotholeRoad
Road,Road,Wall,Water,AntiTankSpike,Road,Water,Road,Grass,Road,PotholeRoad,Wall,Road,Water,Swamp,Road,Swamp,Swamp,Grass,Road,Water,Tree,Road,Water,Road,Water,Water,AntiTankSpike,Swamp,Road,PotholeRoad,PotholeRoad,PotholeRoad,Water,Water,Swamp,AntiTankSpike,Road,Grass,Tree,Road,Grass,Road,Road,Swamp,Grass,PotholeRoad,PotholeRoad,Swamp,Water
Water,AntiTankSpike,PotholeRoad,Road,Grass,Grass,PotholeRoad,Road,Grass,Water,PotholeRoad,Swamp,Road,Tree,Road,Tree,Grass,Water,Tree,Road,Road,Grass,AntiTankSpike,Road,Grass,Swamp,Water,AntiTankSpike,Grass,Grass,Grass,Road,Road,Wall,Grass,Water,PotholeRoad,Water,Wall,Grass,PotholeRoad,Water,AntiTankSpike,Grass,PotholeRoad,Road,Swamp,Water,Water,Road
Swamp,Grass,Swamp,PotholeRoad,Wall,Road,Swamp,Water,Water,Swamp,Grass,Water,Swamp,Road,Water,Grass,Grass,Swamp,Wall,Swamp,Swamp,Swamp,Water,Water,Water,Swamp,Grass,Grass,Grass,Road,Grass,Road,Grass,Road,Wall,Grass,Wall,Road,Swamp,Grass,Road,Grass,PotholeRoad,Grass,PotholeRoad,Swamp,Water,Grass,PotholeRoad,Water
Swamp,Grass,Swamp,Water,AntiTankSpike,Water,Wall,Road,Water,PotholeRoad,PotholeRoad,Grass,Water,Road,Tree,Grass,Swamp,Road,Water,PotholeRoad,Tree,Water,PotholeRoad,Water,Grass,Grass,Grass,Road,Tree,PotholeRoad,Grass,Grass,Grass,Wall,Water,Tree,Grass,PotholeRoad,Water,PotholeRoad,PotholeRoad,AntiTankSpike,Grass,Water,Grass,Grass,Water,Grass,Grass,Grass
Grass,AntiTankSpike,Grass,Wall,Grass,PotholeRoad,PotholeRoad,Grass,Tree,PotholeRoad,Grass,Swamp,Swamp,Road,PotholeRoad,Water,PotholeRoad,Tree,Wall,Swamp,Road,Water,Water,Water,Tree,Grass,Water,Grass,Grass,PotholeRoad,Swamp,PotholeRoad,Tree,Grass,Road,PotholeRoad,Swamp,Swamp,PotholeRoad,Grass,PotholeRoad,Grass,Road,Swamp,Grass,PotholeRoad,Water,Water,Road,Road
PotholeRoad,PotholeRoad,Swamp,Water,Tree,Wall,AntiTankSpike,Water,Grass,Wall,AntiTankSpike,Road,Swamp,AntiTankSpike,Road,Water,PotholeRoad,Swamp,Road,Grass,PotholeRoad,Swamp,Water,Grass,Water,Water,PotholeRoad,Road,Grass,Wall,Grass,Road,Swamp,Wall,Swamp,Swamp,Water,PotholeRoad,PotholeRoad,Tree,PotholeRoad,PotholeRoad,Water,Water,Road,PotholeRoad,Water,Road,Tree,Water
Tree,PotholeRoad,Swamp,Grass,PotholeRoad,AntiTankSpike,Water,Grass,Swamp,PotholeRoad,Tree,Water,Swamp,PotholeRoad,Grass,PotholeRoad,Tree,Road,Water,Road,Swamp,AntiTankSpike,Wall,PotholeRoad,Swamp,Water,Water,PotholeRoad,Swamp,Swamp,Grass,Swamp,Water,AntiTankSpike,Road,Road,Wall,Water,Grass,Swamp,Road,PotholeRoad,Grass,Swamp,Road,AntiTankSpike,Swamp,Road,Water,Swamp
Grass,PotholeRoad,Road,AntiTankSpike,Swamp,Swamp,Grass,Road,Water,Tree,Tree,Grass,Water,PotholeRoad,AntiTankSpike,Water,Swamp,AntiTankSpike,PotholeRoad,Water,Road,Grass,Swamp,Swamp,PotholeRoad,Road,Grass,PotholeRoad,Road,Tree,Road,Road,PotholeRoad,Water,Road,Swamp,Wall,Water,PotholeRoad,Swamp,Road,Road,Road,Water,Tree,Wall,Water,Road,Road,PotholeRoad
Swamp,PotholeRoad,Wall,Grass,PotholeRoad,Grass,Grass,Swamp,PotholeRoad,AntiTankSpike,Swamp,Swamp,AntiTankSpike,Swamp,Road,Swamp,Road,AntiTankSpike,Water,Road,Swamp,Road,PotholeRoad,Tree,Road,Water,Road,AntiTankSpike,Water,PotholeRoad,Wall,PotholeRoad,Swamp,Water,Road,Road,Grass,Road,Water,Tree,Water,Road,Road,Swamp,Swamp,Wall,PotholeRoad,Road,Wall,Wall
PotholeRoad,Tree,PotholeRoad,Road,PotholeRoad,Water,AntiTankSpike,AntiTankSpike,Swamp,Wall,Swamp,Tree,Grass,Swamp,Grass,Water,Water,Water,Water,Road,PotholeRoad,PotholeRoad,Road,PotholeRoad,PotholeRoad,Road,Grass,Water,Swamp,Grass,Water,Swamp,Wall,Swamp,Grass,Wall,Water,Road,Wall,Water,Road,Road,PotholeRoad,Grass,Swamp,Water,PotholeRoad,Grass,AntiTankSpike,Tree
